text;ref;nbg;datei;autor;subjekt;subjekt_type;kommentar_1;q_subjekt;subjekt_ref;prädikat;p_wert;p_ref;objekt;objekt_type;q_objekt;objekt_ref;zeit;q_zeit;kommentar_2;reihenfolge;lat;lon
In Gnadenthal wo wir am 26sten eintrafen wurden wir von den damaligen Missionaren den Geschwistern Marsveld schwinn Kühnel Kohrhammer und Bonatz in herzlicher Liebe aufgenommen und des Abends der Gemeine vorgestellt.;https://collections.mun.ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph.xml;Johann Adolph Küster;Johann Adolph Küster;person;Qualifikator_K;Q122707229;https://www.wikidata.org/wiki/Q122707229;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Gnadenthal;location;Q1501295;https://www.wikidata.org/wiki/Q1501295;26.10.1807;;K006;5070;-34.033333333;19.55
In Gnadenthal wo wir am 26sten eintrafen wurden wir von den damaligen Missionaren den Geschwistern Marsveld schwinn Kühnel Kohrhammer und Bonatz in herzlicher Liebe aufgenommen und des Abends der Gemeine vorgestellt.;https://collections.mun.ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph.xml;Johann Adolph Küster;Justine Magdalena Küster;person;Qualifikator_K;Q123464547;https://www.wikidata.org/wiki/Q123464549;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Gnadenthal;location;Q1501295;https://www.wikidata.org/wiki/Q1501295;26.10.1807;;K006;5070;-34.033333333;19.55
Am 24 12.langten wir in der Capstadt an , voll Lob ‘und Dank, daß uns der Herr das Ziel unsrer Reise glücklich hatte erreichen lassen.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Christian Ignatius Latrobe;person;Qualifikator_K;Q2965351;https://www.wikidata.org/wiki/Q2965351;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;24.12.1815;;K001;2033;-33.925277777;18.423888888
Als wir am Nachmittag des 30 Decembers eine stunde vor Grönekloof anlangten, war uns die Hottentotten⸗Gemeine entgegen gekommen, die dem Herrn ihren Dank für unste glückliche Ankunft durch Anstimmung einiger Verse darbrachte.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Christian Ignatius Latrobe;person;Qualifikator_K;Q2965351;https://www.wikidata.org/wiki/Q2965351;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Groenekloof (Mamre);location;Q11142530;https://www.wikidata.org/wiki/Q11142530;30.12.1815;;K002;2038;-33.5167;18.4667
Nach einer seereise von 12 Wochen kamen wir im März 1815 in der Kapstadt an, und reisten dann mit den Geschwistern Bonatz von Grünekloof nach Gnadenthal, . wo ich mich bald wie zu Hause fühlte.;https://collections.mun.ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A.xml;Agnes Lemmerz;Agnes Lemmerz;person;Qualifikator_K;Q115005136;https://www.wikidata.org/wiki/Q115005136;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;;;K004;10015;-33.925277777;18.423888888
Nachdem wir mit der Hottentotten.Gemeine das Neujahrs. und Heidenfest 1816 gefeiert hatten verließen wir Grönekloof und langten nach einer fünftägigen Reife in Gnadenthal , dem nunmehrigen Ort meiner Bestimmung, an, woselbst ich mich | bald einheimisch fühlte.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;Qualifikator_K;Q123420358;https://www.wikidata.org/wiki/Q123420358;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1427;Groenekloof (Mamre);location;Q11142530;https://www.wikidata.org/wiki/Q11142530;1816;;K004;2043;-33.5167;18.4667
Um so dankbarer waren wir, als wir glücklich bei der Capstadt landeten, nachdem wir 16 Wochen auf dem schiffe verbracht hatten.;https://collections.mun.ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B.xml;Juliana Barbara Schulz (Mackh);Juliana Barbara Schulz;person;Qualifikator_K;Q124744576;https://www.wikidata.org/wiki/Q124744576;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;1822 bis 07.1822;;K005;8045;-33.925277777;18.423888888
Da Bruder schulz und ich nach Gnadenthal bestimmt waren, so brachte uns Bruder Bonaßt wieder nach der Capstadt zurück, von wo uns Br. Küster und swin abholten.;https://collections.mun.ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes.xml;Johannes Fritsch;Johann Gottfried Schulz;person;Qualifikator_K;Q130902239;https://www.wikidata.org/wiki/Q130902239;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;;;K005;6058;-33.925277777;18.423888888
Am 28 April 1840 reisten wir mit 7 Missionskindern, von denen zwei unsre eigenen waren, von der Capstadt ab.;https://collections.mun.ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F.xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;Qualifikator_K;Q123456933;https://www.wikidata.org/wiki/Q123456933;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1427;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;28.04.1840;;K003;17043;-33.925277777;18.423888888
Vor besonderen Gefahren blies ben sie bewahrt, aber die Einrichtung für die Passagiere , sowie die Beköstigung, war schlecht, sodaß unser lieber Bruder nicht allein an der sees Krankheit lang und viel zu leiden hatte, sondern auch, nachdem dieselbe überstanden war, sich nicht erholen konnte, und sich sehr angegriffen fühlte, als er am 3 October in der Capstadt landete.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Sophie Ernestina Suhl;person;Qualifikator_K;Q123495084;https://www.wikidata.org/wiki/Q123495084;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;03.10.1845;;K002;16033;-33.925277777;18.423888888
Von einer Reise nach Mamre, um Geschwister Richter abzuholen, von der wir Erholung hofften, war er kränfer zurückgekehrt, manderlei Beschwerden stellten sich ein, vesonders ein bedenklicher Husten und Abnahme der Kräfte, was ihn auch nöthigte, sich, so schwer ihm dies auch wurde, von dem Halten der öffent lihen Verfammlungen mehr und mehr zurüdzus ziehen.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;Qualifikator_K;Q123456940;https://www.wikidata.org/wiki/Q123456940;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P3712;Groenekloof (Mamre);location;Q11142530;https://www.wikidata.org/wiki/Q11142530;;;K005;16047;-33.5167;18.4667
Im April 1859 verabschiedeten wir uns von den lieben Kranken und allen unsern Freunden auf der Insel und in der Kapstadt, wo wir uns mehrere Wochen aufhielten, und begaben uns sodann mit der lieben schwester suhl und den uns anvertrauten Kindern am 21 Mai an Bord des schiffes Wilhelmine.;https://collections.mun.ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F.xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;Qualifikator_K;Q123463682;https://www.wikidata.org/wiki/Q123463682;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1427;Kapstadt;location;Q5465;https://www.wikidata.org/wiki/Q5465;21.05.1859;;K002;11093;-33.925277777;18.423888888
In Okak wo das Labrador.schiff zuerst vor Anker ging wurden wir von unfern Fünfrigen Mitarbeitern in berzlicher Liebe bewillkommt und ich erhiele die Anweisung daselbst zu bleiben.;https://collections.mun.ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11.08.18.xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;Qualifikator_L;Q123456921;https://www.wikidata.org/wiki/Q123456921;geografischer Endpunkt;P1444;https://www.wikidata.org/wiki/Property:P1444;Okak;location;Q7081733;https://www.wikidata.org/wiki/Q7081733;27.07.1797;;L005;4048;57.562389;-61.98425
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Tangermünde;location;Q498565;https://www-wikidata-org/wiki/Q498565;;;;01-002;52.540833333;11.968888888
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johanna Dorothea Bonatz;person;;Q123463892;https://www-wikidata-org/wiki/Q123463892;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Spree bei Niesky;location;Q1684;https://www-wikidata-org/wiki/Q1684;;;;01-002;51.009611111;14.649305555
Ich bin den 29 september 1797 in Dresden geboren und durch die heilige Taufe der christlichen Kirche einverleibt.;https://collections-mun-ca/digital/collection/nachrichten/id/73935/rec/197;NBG 1862;1862_Beck_J_C-xml;Johanne Christiane Beck;Johanne Christiane Beck;person;;Q131932979;https://www-wikidata-org/wiki/Q131932979;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Dresden;location;Q1731;https://www-wikidata-org/wiki/Q1731;29-09-1797;P585;;19-004;51.05;13.74
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;29-09-1808;P585;;01-002;-34.033333333;19.55
Ich bin schreibt fie selbst am 21sten April 1776 in spree unweit Niesky geboren wo mein Vater Krämer war.;https://collections-mun-ca/digital/collection/nachrichten/id/27861/rec/26;NBG 1823;1823_Bonatz_Johanna-xml;Johanna Dorothea Bonatz;Johanna Dorothea Bonatz;person;;Q123463892;https://www-wikidata-org/wiki/Q123463892;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Spree;location;Q1684;https://www-wikidata-org/wiki/Q1684;21-04-1776;P585;;20-003;51.009611111;14.649305555
ich wurde geboren den 21. Januar 1788 in Weißenburg am sand.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Weißenburg am sand;location;Q44500;https://www-wikidata-org/wiki/Q44500;21-01-1788;P585;;15-002;49.030555555;10.971944444
Ich bin geboren am 25 Juli 1777 in Zauchtenthal in Mähren.;https://collections-mun-ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes-xml;Johannes Fritsch;Johannes Fritsch;person;;Q123396697;https://www-wikidata-org/wiki/Q123396697;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Zauchtenthal;location;Q1553447;https://www-wikidata-org/wiki/Q1553447;25-07-1777;P585;;06-003;49.655716695;17.928191625
Jch bin geboren den 25 Juli 1783 zu Dunkelbeck im Hildesheimschen, woselbst mein Vater schullehrer war, welcher aber als ich erst ein halbes Jahr alt war, vom Herrn heimberufen wurde.;https://collections-mun-ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich-xml;Johannes Friedrich Hoffmann;Johannes Friedrich Hoffmann;person;;Q123419925;https://www-wikidata-org/wiki/Q123419925;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Dunkelbeck im Hildesheimschen;location;Q1265684;https://www-wikidata-org/wiki/Q1265684;25-07-1783;P585;;18-002;52.2961;10.2708
Ich bin den 24 Juli 1790 zu Nieder.Kunewalde bei Baußzen geboren, wo meine Eltern arme Leineweber waren.;https://collections-mun-ca/digital/collection/nachrichten/id/65386/rec/190;NBG 1855;1855_Hoffmann_M_E-xml;Maria Elisabeth Hoffmann;Maria Elisabeth Hoffmann;person;;Q123464530;https://www-wikidata-org/wiki/Q123464530;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Nieder-Kunewalde bei Bautzen;location;Q93225;https://www-wikidata-org/wiki/Q93225;24-07-1790;P585;;09-002;51.1;14.516666666
ich bin geboren am 2 Juli 1810 in Nisky, wo mein seliger Vater das Inspektor.Amt der seit 1808 vereinigten Unitäts.Anstalten des seminare, des Pädagogiums und der Anstalt, zu besorgen hatte.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Niesky;location;Q165160;https://www-wikidata-org/wiki/Q165160;02-07-1810;P585;;13-002;51.289722222;14.83
Er war geboren den 4 september 1803 in Neuwied , wo fein Vater, Friedrich Ludwig Kölebing, Inspector der dortigen Knaben.Anstalt war.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Neuwied;location;Q3967;https://www-wikidata-org/wiki/Q3967;04-09-1803;P585;;07-004;50.428611111;7.461388888
Ich bin den 14. Mai 1775 zu Oederan im sächsischen Erzgebirge geboren.;https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph-xml;Johann Adolph Küster;Johann Adolph Küster;person;;Q122707229;https://www-wikidata-org/wiki/Q122707229;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Oederan;location;Q32204819;https://www-wikidata-org/wiki/Q32204819;14-05-1775;P585;;05-002;50.860555555;13.171666666
"Hier ward mein jüngster Bruder Jmmanuel Benjamin geboren; sein schöpfer nahm ihn aber bald wieder zu sich.";https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph-xml;Johann Adolph Küster;Immanuel Benjamin Küster;person;;Q135294870;https://www-wikidata-org/wiki/Q135294870;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Torgau;location;Q12062;https://www-wikidata-org/wiki/Q12062;;;;05-004;51.560277777;13.005555555
ich bin geboren den 18 April 1777 in Thräna bei Uhnst in der Oberlausitz, und den Tag darauf in der Kirche zu Unst getauft worden.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Agnes Lemmerz;person;;Q115005136;https://www-wikidata-org/wiki/Q115005136;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Thräna in Uhnst;location;Q22694308;https://www-wikidata-org/wiki/Q22694308;18-04-1777;P585;;10-002;51.071179;12.469225
Ich bin geboren am 6. August 1784 zu Alzey in der Unterpfalz.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Alzey in der Unterpfalz;location;Q450726;https://www-wikidata-org/wiki/Q450726;06-08-1784;P585;;02-002;49.751666666;8.116111111
Am 6. Januar 1766 bin ich zu Lachen in der Pfalz geboren.;https://collections-mun-ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11-08-18-xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;;Q123456921;https://www-wikidata-org/wiki/Q123456921;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Lachen;location;Q1799686;https://www-wikidata-org/wiki/Q1799686;06-01-1766;P585;;04-002;49.330488888;8.199830555
ich bin den 28. October 1781 in Brenz bei Heidenheim im Würtembergischen geboren.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliana Barbara Schulz (Mackh);Juliana Barbara Schulz;person;;Q124744576;https://www-wikidata-org/wiki/Q124744576;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Brenz bei Heidenheim Würtembergischen;location;Q6869;https://www-wikidata-org/wiki/Q6869;28-10-1781;P585;;08-002;48.676111111;10.154444444
Ich bin zu Görlig den 4ten April 1734 geboren.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Görlitz;location;Q4077;https://www-wikidata-org/wiki/Q4077;04-04-1734;P585;;03-002;51.152777777;14.987222222
Ich bin geboren den 28 August 1783 zu Dümitz im Großherzogthum Mecklendurg.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Dömitz in Großherzogthum Mecklendurg;location;Q536781;https://www-wikidata-org/wiki/Q536781;28-08-1783;P585;;17-002;53.138333333;11.263333333
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestina Suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Bethanien;location;Q669037;https://www-wikidata-org/wiki/Q669037;09-05-1817;P585;;14-002;21.98333333;-79.03333333
Er schreibt in demselben: Am ersten April 1813 erblickte ich in Ebersödorf, wo damals meine lieben Eltern die Pflege der auswärtigen Geschwister in der Umgegend zu besorgen hatten, das Licht der Welt, und wurde am nächsten Tag durch die heilige Taufe der chriftlichen Kirche einverleibt.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Ebersdorf;location;Q1069495;https://www-wikidata-org/wiki/Q1069495;01-04-1813;P585;;16-002;50.8783;12.9756
Ich bin in Rockhausen bei Erfurt am 11 Juli 1802 geboren.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Geburtsort;P19;https://www-wikidata-org/wiki/Property:P19;Rockhausen;location;Q556730;https://www-wikidata-org/wiki/Q556730;11-07-1802;P585;;11-002;50.901944444;11.040555555
Gegen Ende 1830 ging meine schwester Justine in Kleinwelke an der Auszehrung heim.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Justine Bonatz;person;;Q135295145;https://www-wikidata-org/wiki/Q135295145;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Kleinwelka/Mały Wjelkow ;location;Q159916;https://www-wikidata-org/wiki/Q159916;1830;P585;;01-059;51.21079;14.3946
Lebenslauf der am 15 Mai 1862 in Herrnhut selig entschlafenen verwitweten schwetter Johanne Christiane Beck, verwitwet gewesenen Hahn, geborenen Müller.;https://collections-mun-ca/digital/collection/nachrichten/id/73935/rec/197;NBG 1862;1862_Beck_J_C-xml;Johanne Christiane Beck;Johanne Christiane Beck;person;;Q131932979;https://www-wikidata-org/wiki/Q131932979;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Herrnhut;location;Q165140;https://www-wikidata-org/wiki/Q165140;15-05-1862;P585;;19-001;51.016666666;14.741666666
Aber schon gegen Ende 1841 hatte ich wieder nach des Herrn unerforsichlichem Willen den unbeschreiblichen schmerz, auch diefe meine zweite L Gattin infolge einer Erkältung nach glücklich überstandenen Wochen zu verlieren, und mich das uns geschenkte Kindlein folgte jeiner Mutter nach 3 Monaten in die Ewigkeit nach.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Pauline Bonatz;person;;Q135313894;https://www-wikidata-org/wiki/Q135313894;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Silo;location;Q125510124;https://www-wikidata-org/wiki/Q125510124;1841;P585;;01-112;-32.2;26.833055555
Lebenslauf des am 4 Januar 1893 in Königsfeld entschlafenen verwitweten Bruders Johann Adolf Bonaß.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Königsfeld;location;Q70975;https://www-wikidata-org/wiki/Q70975;04-01-1893;P585;;01-001;51.063888888;12.753611111
Lebenslauf der am 13ten september 1820 in Gnadenthal selig entfchlafenen verheiratheten schwester Johanna Dorothea Bonatz geborne Koch.;https://collections-mun-ca/digital/collection/nachrichten/id/27861/rec/26;NBG 1823;1823_Bonatz_Johanna-xml;Johanna Dorothea Bonatz;Johanna Dorothea Bonatz;person;;Q123463892;https://www-wikidata-org/wiki/Q123463892;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;13-09-1820;P585;;20-001;-34.033333333;19.55
Lebenslauf des am 16ten December 1827 in Gnadenthal in süd.Afrika selig entschlafenen verheiratheten Bruders Johann Gottlieb Bonatz.;https://collections-mun-ca/digital/collection/nachrichten/id/30364/rec/67;NBG 1830;1830_Bonatz_J_G-xml;Johann Gottlieb Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;16-12-1827;P585;;12-001;-34.033333333;19.55
Anfangs Januar 1836 gefiel es dem Herrn, den Bruder Clemens, bisherigen Vorsteher der Gemeine in Grönekloof, selig zu vollenden, da dann mir und meiner Frau dies Geschäft übertragen wurde.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Anton Martin August Clemens;person;;Q124709145;https://www-wikidata-org/wiki/Q124709145;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Groenekloof (Mamre);location;Q11142530;https://www-wikidata-org/wiki/Q11142530;01-1836;P585;;02-074;-33.5167;18.4667
Lebenslauf des am 12.07.1856 in Gnadenthal in süd.Afrika selig entfchlafenen verwitweten Bruders Johannes Fritsch.;https://collections-mun-ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes-xml;Johannes Fritsch;Johannes Fritsch;person;;Q123396697;https://www-wikidata-org/wiki/Q123396697;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;12-07-1856;P585;;06-001;-34.033333333;19.55
Lebenslauf des verheiratheten Bruders Johannes Friedrich Hoffmann, heimgegangen zu Enon in sid.Afrika den 3 Juli 1841.;https://collections-mun-ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich-xml;Johannes Friedrich Hoffmann;Johannes Friedrich Hoffmann;person;;Q123419925;https://www-wikidata-org/wiki/Q123419925;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Enon;location;Q5379390;https://www-wikidata-org/wiki/Q5379390;03-07-1841;P585;;18-001;-33.398;25.545
Lebenslauf der verwitweten schwester Maria Elisabeth Hoffmann, gebornen Richter, heimgegans gen den 29 Juni 1852 in Kleinwelke.;https://collections-mun-ca/digital/collection/nachrichten/id/65386/rec/190;NBG 1855;1855_Hoffmann_M_E-xml;Maria Elisabeth Hoffmann;Maria Elisabeth Hoffmann;person;;Q123464530;https://www-wikidata-org/wiki/Q123464530;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Kleinwelka/Mały Wjelkow ;location;Q159916;https://www-wikidata-org/wiki/Q159916;29-06-1852;P585;;09-001;51.21079;14.3946
Lebenslauf des am 28 December 1860 in Gnadenthal selig entichlafenen Bruders Cart Rudolph Kölbing.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;28-12-1860;P585;;13-001;-34.033333333;19.55
Lebenslauf des verheitatheten Bruders Friedrich Wilhelm Kölbing, Mitgliedes der Unität Aeltesten = Conferenz im Helfer und Erziehungs . Departement, heimgegangen am 24 Mai 1850 in Berthelsdorf.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Berthelsdorf;location;Q502553;https://www-wikidata-org/wiki/Q502553;24-05-1850;P585;;07-001;51.027777777;14.758333333
